Clase,η1,η2,N1,N2,η,N,V,D,E,T,B,CC,Promedio_Tiempo(s),Promedio_Memoria(KB),refactor
Programa001,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0591,54541,1
Programa002,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0612,54355,1
Programa003,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0598,53958,1
Programa004,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0654,55886,1
Programa005,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0594,54268,1
Programa006,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0616,53841,1
Programa007,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0591,53897,1
Programa008,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0618,55947,1
Programa009,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0678,54147,1
Programa010,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0586,54775,1
Programa011,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0576,54080,1
Programa012,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.063,56037,1
Programa013,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.058,53902,1
Programa014,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0656,54380,1
Programa015,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0579,54426,1
Programa016,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0599,55964,1
Programa017,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0588,54595,1
Programa018,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0577,54801,1
Programa019,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0546,54536,1
Programa020,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0589,56004,1
Programa021,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0568,54741,1
Programa022,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0571,54709,1
Programa023,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0553,54134,1
Programa024,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0596,55860,1
Programa025,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0558,54444,1
Programa026,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0563,53776,1
Programa027,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.056,54955,1
Programa028,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0603,55866,1
Programa029,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0623,54437,1
Programa030,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0577,54795,1
Programa031,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0576,54375,1
Programa032,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0614,56014,1
Programa033,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0586,53951,1
Programa034,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0571,54563,1
Programa035,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0558,54373,1
Programa036,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0637,55887,1
Programa037,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0569,55135,1
Programa038,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0575,54815,1
Programa039,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0569,54757,1
Programa040,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0611,56039,1
Programa041,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0568,54829,1
Programa042,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0589,54298,1
Programa043,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0575,54445,1
Programa044,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0602,56014,1
Programa045,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0582,54786,1
Programa046,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0574,54678,1
Programa047,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0594,54418,1
Programa048,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0586,55980,1
Programa049,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0569,54488,1
Programa050,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0572,54455,1
Programa051,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0565,54306,1
Programa052,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0605,56173,1
Programa053,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0596,54674,1
Programa054,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0573,54750,1
Programa055,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0567,54658,1
Programa056,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0591,56066,1
Programa057,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0581,54172,1
Programa058,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0562,54403,1
Programa059,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0569,54955,1
Programa060,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0597,56095,1
Programa061,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0567,54752,1
Programa062,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0584,54477,1
Programa063,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0563,54635,1
Programa064,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0594,55947,1
Programa065,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0567,54323,1
Programa066,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0574,54735,1
Programa067,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0799,54198,1
Programa068,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1047,55872,1
Programa069,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0957,54475,1
Programa070,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0995,54402,1
Programa071,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1015,54480,1
Programa072,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1087,55932,1
Programa073,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0992,54254,1
Programa074,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1055,54746,1
Programa075,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0955,54607,1
Programa076,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.106,55979,1
Programa077,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0973,53967,1
Programa078,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0927,54432,1
Programa079,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0945,54127,1
Programa080,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.101,56060,1
Programa081,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.1039,53700,1
Programa082,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0931,54035,1
Programa083,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1004,53665,1
Programa084,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0997,56086,1
Programa085,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.1067,53976,1
Programa086,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1012,54581,1
Programa087,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1041,53868,1
Programa088,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.098,55915,1
Programa089,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.099,54160,1
Programa090,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.1013,54086,1
Programa091,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0977,53889,1
Programa092,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1088,56000,1
Programa093,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.101,53457,1
Programa094,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0953,54417,1
Programa095,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.1046,54126,1
Programa096,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.0927,55967,1
Programa097,5,15,32,31,20,63,272.28146997790384,5.166666666666667,1406.7875948858366,78.15486638254647,0.041850221922485,3,0.0952,54489,1
Programa098,4,8,16,15,12,31,111.13383752235583,3.75,416.7518907088344,23.152882817157465,0.0185978952728277,2,0.0962,53885,1
Programa099,5,9,18,19,14,37,140.87213211613135,5.277777777777778,743.4918083906932,41.305100466149625,0.0273566472570309,4,0.0907,54333,1
Programa100,5,7,19,15,12,34,121.8887250245193,5.357142857142857,652.9753126313534,36.27640625729741,0.0250886091980598,3,0.1024,55898,1
